0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,"As,prov",∅8,,∅6/25,"∅6/17,5",∅8,,∅6/25,∅6/17,∅8,,∅6/25,∅6/17
,,h-cnom,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),
,,,"MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2"
,,[mm],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m]
,"mm05
-
03=monc
rüf
eraapetreW-tfarkreuQ-netnemoM
,tiekgihäfgarT
red
dnatsuzznerG
mi
netiekgihäfgarT",125,"-18,2","48,0","-18,2","48,0","-19,2","48,0","-19,2","48,0","-19,2","48,0","-19,2","48,0"
,,130,"-19,4","48,0","-19,4","48,0","-20,5","48,0","-20,5","48,0","-20,5","48,0","-20,5","48,0"
,,135,"-20,6","48,0","-20,6","48,0","-21,7","48,0","-21,7","48,0","-21,7","48,0","-21,7","48,0"
,,140,"-21,8","48,0","-21,8","48,0","-22,9","48,0","-22,9","48,0","-22,9","48,0","-22,9","48,0"
,,145,"-23,1","48,0","-23,1","48,0","-24,2","48,0","-24,2","48,0","-24,2","48,0","-24,2","48,0"
,,150,"-24,3","48,0","-24,3","48,0","-25,4","48,0","-25,4","48,0","-25,4","48,0","-25,4","48,0"
,,155,"-25,5","48,0","-25,5","48,0","-26,6","48,0","-26,6","48,0","-26,6","48,0","-26,6","48,0"
,,160,"-26,8","48,0","-26,8","48,0","-27,9","48,0","-27,9","48,0","-27,9","48,0","-27,9","48,0"
,,165,"-28,0","48,0","-28,0","48,0","-29,1","48,0","-29,1","48,0","-29,1","48,0","-29,1","48,0"
,,170,"-29,2","48,0","-29,2","48,0","-30,3","48,0","-30,3","48,0","-30,3","48,0","-30,3","48,0"
,,175,"-30,5","48,0","-30,5","48,0","-31,5","48,0","-31,5","48,0","-31,5","48,0","-31,5","48,0"
,,180,"-31,7","48,0","-31,7","48,0","-32,8","48,0","-32,8","48,0","-32,8","48,0","-32,8","48,0"
,,185,"-32,9","48,0","-32,9","48,0","-34,0","48,0","-34,0","48,0","-34,0","48,0","-34,0","48,0"
,,190,"-34,1","48,0","-34,1","48,0","-35,2","48,0","-35,2","48,0","-35,2","48,0","-35,2","48,0"
,,195,"-35,4","48,0","-35,4","48,0","-36,5","48,0","-36,5","48,0","-36,5","48,0","-36,5","48,0"
,,200,"-36,6","48,0","-36,6","48,0","-37,7","48,0","-37,7","48,0","-37,7","48,0","-37,7","48,0"
,,205,"-37,8","48,0","-37,8","48,0","-38,9","48,0","-38,9","48,0","-38,9","48,0","-38,9","48,0"
,,210,"-39,1","48,0","-39,1","48,0","-40,1","48,0","-40,1","48,0","-40,1","48,0","-40,1","48,0"
,,215,"-40,3","48,0","-40,3","48,0","-41,4","48,0","-41,4","48,0","-41,4","48,0","-41,4","48,0"
,,220,"-41,5","48,0","-41,5","48,0","-42,6","48,0","-42,6","48,0","-42,6","48,0","-42,6","48,0"
,,225,"-42,7","48,0","-42,7","48,0","-43,8","48,0","-43,8","48,0","-43,8","48,0","-43,8","48,0"
,,230,"-44,0","48,0","-44,0","48,0","-45,1","48,0","-45,1","48,0","-45,1","48,0","-45,1","48,0"
,,235,"-45,2","48,0","-45,2","48,0","-46,3","48,0","-46,3","48,0","-46,3","48,0","-46,3","48,0"
,,240,"-46,4","48,0","-46,4","48,0","-47,5","48,0","-47,5","48,0","-47,5","48,0","-47,5","48,0"
,,245,"-47,7","48,0","-47,7","48,0","-48,8","48,0","-48,8","48,0","-48,8","48,0","-48,8","48,0"
,,250,"-48,9","48,0","-48,9","48,0","-50,0","48,0","-50,0","48,0","-50,0","48,0","-50,0","48,0"
,,255,"-50,1","48,0","-50,1","48,0","-51,2","48,0","-51,2","48,0","-51,2","48,0","-51,2","48,0"
,,260,"-51,4","48,0","-51,4","48,0","-52,4","48,0","-52,4","48,0","-52,4","48,0","-52,4","48,0"
,,265,"-52,6","48,0","-52,6","48,0","-53,7","48,0","-53,7","48,0","-53,7","48,0","-53,7","48,0"
,,270,"-53,8","48,0","-53,8","48,0","-54,9","48,0","-54,9","48,0","-54,9","48,0","-54,9","48,0"
,,275,"-55,0","48,0","-55,0","48,0","-56,1","48,0","-56,1","48,0","-56,1","48,0","-56,1","48,0"
,,280,"-56,3","48,0","-56,3","48,0","-57,4","48,0","-57,4","48,0","-57,4","48,0","-57,4","48,0"
,,285,"-57,5","48,0","-57,5","48,0","-58,6","48,0","-58,6","48,0","-58,6","48,0","-58,6","48,0"
,,290,"-58,7","48,0","-58,7","48,0","-59,8","48,0","-59,8","48,0","-59,8","48,0","-59,8","48,0"
,,295,"-60,0","48,0","-60,0","48,0","-61,0","48,0","-61,0","48,0","-61,0","48,0","-61,0","48,0"
,,300,"-61,2","48,0","-61,2","48,0","-62,3","48,0","-62,3","48,0","-62,3","48,0","-62,3","48,0"
