0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,"As,prov",∅8,,∅6/25,∅6/25,∅10,,∅6/25,∅6/25,∅10,,∅6/25,∅6/25
,,h-cnom,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),,Punkt 1 (max V),,Punkt 2 (max M),
,,,"MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2","MRd,1","±VRd,1","MRd,2","±VRd,2"
,,[mm],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m],[kNm/m],[kN/m]
,"mm05
-
03=monc
rüf
eraapetreW-tfarkreuQ-netnemoM
,tiekgihäfgarT
red
dnatsuzznerG
mi
netiekgihäfgarT",125,"-12,3","32,0","-14,1","0,0","-14,3","32,0","-16,1","13,1","-14,9","32,0","-16,1","13,1"
,,130,"-13,2","32,0","-15,2","0,0","-15,3","32,0","-17,3","13,1","-16,0","32,0","-17,3","13,1"
,,135,"-14,0","32,0","-16,4","0,0","-16,3","32,0","-18,5","13,1","-17,1","32,0","-18,5","13,1"
,,140,"-14,9","32,0","-17,5","0,0","-17,3","32,0","-19,8","13,1","-18,1","32,0","-19,8","13,1"
,,145,"-15,7","32,0","-18,6","0,0","-18,2","32,0","-21,0","13,1","-19,2","32,0","-21,0","13,1"
,,150,"-16,6","32,0","-19,8","0,0","-19,2","32,0","-22,2","13,1","-20,2","32,0","-22,2","13,1"
,,155,"-17,4","32,0","-20,9","0,0","-20,2","32,0","-23,5","13,1","-21,3","32,0","-23,5","13,1"
,,160,"-18,3","32,0","-22,0","0,0","-21,2","32,0","-24,7","13,1","-22,3","32,0","-24,7","13,1"
,,165,"-19,1","32,0","-23,1","0,0","-22,2","32,0","-25,9","13,1","-23,4","32,0","-25,9","13,1"
,,170,"-19,9","32,0","-24,3","0,0","-23,1","32,0","-27,2","13,1","-24,4","32,0","-27,2","13,1"
,,175,"-20,8","32,0","-25,4","0,0","-24,1","32,0","-28,4","13,1","-25,5","32,0","-28,4","13,1"
,,180,"-21,6","32,0","-26,5","0,0","-25,1","32,0","-29,6","13,1","-26,5","32,0","-29,6","13,1"
,,185,"-22,5","32,0","-27,7","0,0","-26,1","32,0","-30,8","13,1","-27,6","32,0","-30,8","13,1"
,,190,"-23,3","32,0","-28,8","0,0","-27,0","32,0","-32,1","13,1","-28,6","32,0","-32,1","13,1"
,,195,"-24,2","32,0","-29,9","0,0","-28,0","32,0","-33,3","13,1","-29,7","32,0","-33,3","13,1"
,,200,"-25,0","32,0","-31,0","0,0","-29,0","32,0","-34,5","13,1","-30,7","32,0","-34,5","13,1"
,,205,"-25,9","32,0","-32,2","0,0","-30,0","32,0","-35,8","13,1","-31,8","32,0","-35,8","13,1"
,,210,"-26,7","32,0","-33,3","0,0","-31,0","32,0","-37,0","13,1","-32,8","32,0","-37,0","13,1"
,,215,"-27,6","32,0","-34,4","0,0","-31,9","32,0","-38,2","13,1","-33,9","32,0","-38,2","13,1"
,,220,"-28,4","32,0","-35,6","0,0","-32,9","32,0","-39,4","13,1","-35,0","32,0","-39,4","13,1"
,,225,"-29,2","32,0","-36,7","0,0","-33,9","32,0","-40,7","13,1","-36,0","32,0","-40,7","13,1"
,,230,"-30,1","32,0","-37,8","0,0","-34,9","32,0","-41,9","13,1","-37,1","32,0","-41,9","13,1"
,,235,"-30,9","32,0","-38,9","0,0","-35,8","32,0","-43,1","13,1","-38,1","32,0","-43,1","13,1"
,,240,"-31,8","32,0","-40,1","0,0","-36,8","32,0","-44,4","13,1","-39,2","32,0","-44,4","13,1"
,,245,"-32,6","32,0","-41,2","0,0","-37,8","32,0","-45,6","13,1","-40,2","32,0","-45,6","13,1"
,,250,"-33,5","32,0","-42,3","0,0","-38,8","32,0","-46,8","13,1","-41,3","32,0","-46,8","13,1"
,,255,"-34,3","32,0","-43,5","0,0","-39,8","32,0","-48,1","13,1","-42,3","32,0","-48,1","13,1"
,,260,"-35,2","32,0","-44,6","0,0","-40,7","32,0","-49,3","13,1","-43,4","32,0","-49,3","13,1"
,,265,"-36,0","32,0","-45,7","0,0","-41,7","32,0","-50,5","13,1","-44,4","32,0","-50,5","13,1"
,,270,"-36,9","32,0","-46,8","0,0","-42,7","32,0","-51,7","13,1","-45,5","32,0","-51,7","13,1"
,,275,"-37,7","32,0","-48,0","0,0","-43,7","32,0","-53,0","13,1","-46,5","32,0","-53,0","13,1"
,,280,"-38,6","32,0","-49,1","0,0","-44,6","32,0","-54,2","13,1","-47,6","32,0","-54,2","13,1"
,,285,"-39,4","32,0","-50,2","0,0","-45,6","32,0","-55,4","13,1","-48,6","32,0","-55,4","13,1"
,,290,"-40,2","32,0","-51,4","0,0","-46,6","32,0","-56,7","13,1","-49,7","32,0","-56,7","13,1"
,,295,"-41,1","32,0","-52,5","0,0","-47,6","32,0","-57,9","13,1","-50,7","32,0","-57,9","13,1"
,,300,"-41,9","32,0","-53,6","0,0","-48,5","32,0","-59,1","13,1","-51,8","32,0","-59,1","13,1"
