0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,200,"-50,0","64,0","-61,2","6,6","-58,0","64,0","-63,9","51,1","-61,5","64,0","-63,9","54,7"
,,205,"-51,7","64,0","-63,4","6,6","-60,0","64,0","-66,1","51,1","-63,6","64,0","-66,1","54,7"
,,210,"-53,4","64,0","-65,6","6,6","-61,9","64,0","-68,3","51,1","-65,7","64,0","-68,3","54,7"
,,215,"-55,1","64,0","-67,9","6,6","-63,9","64,0","-70,5","51,1","-67,8","64,0","-70,5","54,7"
,,220,"-56,8","64,0","-70,1","6,6","-65,8","64,0","-72,7","51,1","-69,9","64,0","-72,7","54,7"
,,225,"-58,5","64,0","-72,3","6,6","-67,8","64,0","-74,9","51,1","-72,0","64,0","-74,9","54,7"
,,230,"-60,2","64,0","-74,5","6,6","-69,7","64,0","-77,1","51,1","-74,1","64,0","-77,1","54,7"
,,235,"-61,9","64,0","-76,7","6,6","-71,7","64,0","-79,3","51,1","-76,2","64,0","-79,3","54,7"
,,240,"-63,6","64,0","-78,9","6,6","-73,6","64,0","-81,6","51,1","-78,3","64,0","-81,6","54,7"
,,245,"-65,3","64,0","-81,1","6,6","-75,6","64,0","-83,8","51,1","-80,4","64,0","-83,8","54,7"
,,250,"-67,0","64,0","-83,3","6,6","-77,5","64,0","-86,0","51,1","-82,5","64,0","-86,0","54,7"
,,255,"-68,6","64,0","-85,6","6,6","-79,5","64,0","-88,2","51,1","-84,6","64,0","-88,2","54,7"
,,260,"-70,3","64,0","-87,8","6,6","-81,5","64,0","-90,4","51,1","-86,7","64,0","-90,4","54,7"
,,265,"-72,0","64,0","-90,0","6,6","-83,4","64,0","-92,6","51,1","-88,9","64,0","-92,6","54,7"
,,270,"-73,7","64,0","-92,2","6,6","-85,4","64,0","-94,8","51,1","-91,0","64,0","-94,8","54,7"
,,275,"-75,4","64,0","-94,4","6,6","-87,3","64,0","-97,1","51,1","-93,1","64,0","-97,1","54,7"
,,280,"-77,1","64,0","-96,6","6,6","-89,3","64,0","-99,3","51,1","-95,2","64,0","-99,3","54,7"
,,285,"-78,8","64,0","-98,8","6,6","-91,2","64,0","-101,5","51,1","-97,3","64,0","-101,5","54,7"
,,290,"-80,5","64,0","-101,0","6,6","-93,2","64,0","-103,7","51,1","-99,4","64,0","-103,7","54,7"
,,295,"-82,2","64,0","-103,3","6,6","-95,1","64,0","-105,9","51,1","-101,5","64,0","-105,9","54,7"
,,300,"-83,9","64,0","-105,5","6,6","-97,1","64,0","-108,1","51,1","-103,6","64,0","-108,1","54,7"
,"cnom=
30mm",310,"-78,6","64,0","-78,6","64,0","-91,5","64,0","-91,5","64,0","-101,7","64,0","-101,7","64,0"
,,320,"-81,7","64,0","-81,7","64,0","-95,0","64,0","-95,0","64,0","-105,6","64,0","-105,6","64,0"
,"cnom=
35mm",305,"-77,1","64,0","-77,1","64,0","-89,7","64,0","-89,7","64,0","-99,7","64,0","-99,7","64,0"
,,315,"-80,2","64,0","-80,2","64,0","-93,2","64,0","-93,2","64,0","-103,6","64,0","-103,6","64,0"
